T,x,y,z,vx,vy,vz,omega0,omega1,omega2,omega3,wx,wy,wz
582,5137452.54973751,4173100.29358306,-5.00856155682302,-4899.36858735263,6019.8976569638,-0.0165406118104146,0.656012979245977,-0.263907125824092,-0.263907125824092,0.656012979245977,4.58094989913972e-11,0,0
583,5132549.64576151,4179117.3171852,-5.02511410433758,-4906.43824374221,6014.1481636809,-0.0165644794344053,0.656012979252021,-0.263907125809066,-0.263907125809066,0.656012979252021,4.58094989913972e-11,0,0
584,5127639.675494,4185128.58714378,-5.04169050811593,-4913.5011687345,6008.39037114619,-0.0165883243325713,0.656012979258066,-0.26390712579404,-0.26390712579404,0.656012979258066,4.58094989913972e-11,0,0
585,5122722.64567124,4191134.0951635,-5.05829074541593,-4920.55735259462,6002.62428720354,-0.0166121464720474,0.656012979264111,-0.263907125779014,-0.263907125779014,0.656012979264111,4.58094989913972e-11,0,0
586,5117798.56303919,4197133.83295691,-5.07491479346256,-4927.60678559682,5996.84991970816,-0.016635945819999,0.656012979270156,-0.263907125763988,-0.263907125763988,0.656012979270156,4.58094989913972e-11,0,0
587,5112867.43435351,4203127.79224444,-5.09156262944805,-4934.64945802432,5991.06727652674,-0.0166597223436218,0.6560129792762,-0.263907125748963,-0.263907125748963,0.6560129792762,4.58094989913972e-11,0,0
588,5107929.26637969,4209115.96475427,-5.10823423053148,-4941.68536016896,5985.27636553773,-0.0166834760101396,0.656012979282245,-0.263907125733937,-0.263907125733937,0.656012979282245,4.58094989913972e-11,0,0
589,5102984.06589295,4215098.34222245,-5.12492957383911,-4948.71448233167,5979.47719463093,-0.016707206786807,0.65601297928829,-0.263907125718911,-0.263907125718911,0.65601297928829,4.58094989913972e-11,0,0
590,5098031.83967814,4221074.91639299,-5.14164863646463,-4955.73681482262,5973.66977170744,-0.0167309146409097,0.656012979294334,-0.263907125703885,-0.263907125703885,0.656012979294334,4.58094989913972e-11,0,0
591,5093072.59452977,4227045.67901781,-5.15839139546913,-4962.75234796119,5967.85410467957,-0.0167545995397649,0.656012979300379,-0.263907125688859,-0.263907125688859,0.656012979300379,4.58094989913972e-11,0,0
592,5088106.33725202,4233010.62185681,-5.1751578278811,-4969.76107207601,5962.03020147095,-0.0167782614507214,0.656012979306424,-0.263907125673834,-0.263907125673834,0.656012979306424,4.58094989913972e-11,0,0
593,5083133.0746587,4238969.73667779,-5.19194791069644,-4976.76297750492,5956.1980700164,-0.0168019003411589,0.656012979312469,-0.263907125658808,-0.263907125658808,0.656012979312469,4.58094989913972e-11,0,0
594,5078152.81357329,4244923.01525654,-5.20876162087845,-4983.75805459501,5950.35771826206,-0.0168255161784888,0.656012979318513,-0.263907125643782,-0.263907125643782,0.656012979318513,4.58094989913972e-11,0,0
595,5073165.56082894,4250870.44937675,-5.22559893535784,-4990.74629370257,5944.5091541653,-0.0168491089301537,0.656012979324558,-0.263907125628756,-0.263907125628756,0.656012979324558,4.58094989913972e-11,0,0
596,5068171.32326844,4256812.03083006,-5.24245983103263,-4997.72768519282,5938.65238569504,-0.0168726785636256,0.656012979330603,-0.26390712561373,-0.26390712561373,0.656012979330603,4.58094989913972e-11,0,0
597,5063170.10774428,4262747.75141603,-5.25934428476825,-5004.70221943996,5932.78742083164,-0.0168962250464064,0.656012979336647,-0.263907125598704,-0.263907125598704,0.656012979336647,4.58094989913972e-11,0,0
598,5058161.92111851,4268677.60294226,-5.27625227339774,-5011.66988682762,5926.91426756659,-0.0169197483460302,0.656012979342692,-0.263907125583679,-0.263907125583679,0.656012979342692,4.58094989913972e-11,0,0
599,5053146.77026279,4274601.57722435,-5.29318377372174,-5018.63067774868,5921.0329339026,-0.0169432484300625,0.656012979348737,-0.263907125568653,-0.263907125568653,0.656012979348737,4.58094989913972e-11,0,0
600,5048124.66205838,4280519.66608592,-5.31013876250849,-5025.58458260533,5915.14342785359,-0.0169667252661005,0.656012979354782,-0.263907125553627,-0.263907125553627,0.656012979354782,4.58094989913972e-11,0,0
